file name,NNI
40.124.123.194_7120_2023-06-11-21-40-06,1.3173540169511222
40.124.123.194_7120_2023-05-26-03-59-46,1.0402860566392331
40.124.123.194_7120_2023-05-28-13-59-51,1.2257505423602502
40.124.123.194_7120_2023-05-19-04-37-33,0.968408106438279
40.124.123.194_7120_2023-06-13-06-39-57,1.2364689633614616
40.124.123.194_7120_2023-06-06-22-50-05,1.2019990273453727
40.124.123.194_7120_2023-05-14-15-09-16,0.8205944819190936
40.124.123.194_7120_2023-06-07-20-40-50,1.2828053471764351
40.124.123.194_7120_2023-05-13-20-09-17,0.7382329746188921
40.124.123.194_7120_2023-05-15-07-09-16,0.9567671539719349
40.124.123.194_7120_2023-05-19-10-37-33,0.999503889943694
40.124.123.194_7120_2023-06-13-12-39-57,1.2781786965709765
40.124.123.194_7120_2023-06-14-00-40-08,0
40.124.123.194_7120_2023-05-30-21-59-52,1.2132058115637485
40.124.123.194_7120_2023-05-28-07-59-51,1.128139824656233
40.124.123.194_7120_2023-05-25-09-58-55,1.0823967315178482
40.124.123.194_7120_2023-06-05-01-49-52,1.1956501283927896
40.124.123.194_7120_2023-06-13-21-40-08,1.3141218537851513
40.124.123.194_7120_2023-06-01-06-47-12,1.128963135892629
40.124.123.194_7120_2023-05-29-01-59-50,1.1763562983854081
40.124.123.194_7120_2023-05-14-20-09-16,0.8166984843654006
40.124.123.194_7120_2023-06-06-17-50-05,1.2528348206518471
40.124.123.194_7120_2023-05-24-05-19-47,0.9978079162811516
40.124.123.194_7120_2023-05-13-01-09-17,0.7533926523493981
40.124.123.194_7120_2023-06-02-10-49-48,1.205025856179561
40.124.123.194_7120_2023-05-29-20-59-51,1.2741766320961627
40.124.123.194_7120_2023-05-14-01-09-17,0.6962388979907669
40.124.123.194_7120_2023-05-20-16-24-37,0.9476360414927627
40.124.123.194_7120_2023-06-10-18-19-48,1.2439144968279345
40.124.123.194_7120_2023-06-12-03-40-06,1.3357772605559703
40.124.123.194_7120_2023-06-02-04-49-48,1.1872305288075775
40.124.123.194_7120_2023-05-31-08-31-50,1.1830900096358818
40.124.123.194_7120_2023-05-25-21-59-46,1.1008473880065386
40.124.123.194_7120_2023-05-13-15-09-17,0.776453451808955
40.124.123.194_7120_2023-05-23-08-16-15,0.8132993631620912
40.124.123.194_7120_2023-05-12-13-09-17,0.6248549313288846
40.124.123.194_7120_2023-06-12-21-39-57,1.2794364007619616
40.124.123.194_7120_2023-06-01-12-47-12,1.2406721988621179
40.124.123.194_7120_2023-06-06-16-49-51,1.2771628874842746
40.124.123.194_7120_2023-06-13-19-40-08,1.3244332654601647
40.124.123.194_7120_2023-05-14-18-09-16,0.9284879084728483
40.124.123.194_7120_2023-05-19-09-37-33,0.9430094519588503
40.124.123.194_7120_2023-06-09-02-39-51,1.2714786545655643
40.124.123.194_7120_2023-05-19-17-39-45,0.9719492502677199
40.124.123.194_7120_2023-05-21-20-29-47,1.0701784989578798
40.124.123.194_7120_2023-06-12-19-39-57,1.3117030007176984
40.124.123.194_7120_2023-06-06-02-49-51,1.2172331791100788
40.124.123.194_7120_2023-06-02-20-49-50,1.3105355923252977
40.124.123.194_7120_2023-06-10-20-19-48,1.3172072027261579
40.124.123.194_7120_2023-05-25-04-58-55,0.9867698505722485
40.124.123.194_7120_2023-05-25-19-59-46,1.113608325863575
40.124.123.194_7120_2023-05-21-01-29-46,0.982928008329784
40.124.123.194_7120_2023-06-10-02-19-54,1.257789127883148
40.124.123.194_7120_2023-06-08-03-40-50,1.2890307247593928
40.124.123.194_7120_2023-05-22-02-29-47,1.0070306972951528
40.124.123.194_7120_2023-05-25-16-00-06,1.1027428384762126
40.124.123.194_7120_2023-06-04-07-49-50,1.226146593764715
40.124.123.194_7120_2023-06-11-19-40-06,1.2674632141871507
40.124.123.194_7120_2023-05-30-00-59-51,1.0604804372044039
40.124.123.194_7120_2023-05-22-23-29-46,0.9560342650623593
40.124.123.194_7120_2023-06-05-20-49-51,1.2459574359240104
40.124.123.194_7120_2023-06-03-13-49-50,1.2529554781227004
40.124.123.194_7120_2023-06-03-07-49-50,1.2193154316463468
40.124.123.194_7120_2023-05-30-19-59-52,1.1815579927423707
40.124.123.194_7120_2023-05-31-05-31-50,1.2182678283352049
40.124.123.194_7120_2023-06-04-13-49-50,1.2875586913605834
40.124.123.194_7120_2023-06-02-09-49-48,1.239881711850961
40.124.123.194_7120_2023-06-11-16-37-33,1.310893416326563
40.124.123.194_7120_2023-05-22-16-29-47,1.008575416429491
40.124.123.194_7120_2023-05-20-01-39-45,0.9514883554694666
40.124.123.194_7120_2023-06-07-12-38-07,1.2575180680008609
40.124.123.194_7120_2023-05-23-05-16-15,0.9830951713656267
40.124.123.194_7120_2023-05-13-18-09-17,0.6886071238595454
40.124.123.194_7120_2023-05-19-22-39-45,0.9498102415011725
40.124.123.194_7120_2023-06-10-16-19-54,1.2840178935898283
40.124.123.194_7120_2023-06-01-03-40-07,1.1891813257847017
40.124.123.194_7120_2023-06-12-11-40-06,1.3036483170079274
40.124.123.194_7120_2023-06-02-16-49-48,1.2161512205707259
40.124.123.194_7120_2023-06-04-20-49-52,1.3106032356193191
40.124.123.194_7120_2023-05-31-00-59-52,1.1063100363832827
40.124.123.194_7120_2023-05-20-10-24-37,0.9854894178357306
40.124.123.194_7120_2023-05-14-07-09-17,0.7595520532339739
40.124.123.194_7120_2023-05-22-09-29-47,1.0978406819703932
40.124.123.194_7120_2023-05-29-07-59-50,1.2093978247446295
40.124.123.194_7120_2023-06-11-09-37-33,1.274947260177759
40.124.123.194_7120_2023-06-08-08-40-50,1.2003103022081927
40.124.123.194_7120_2023-05-24-03-19-47,1.0165324425541196
40.124.123.194_7120_2023-06-10-09-19-54,1.245134964424492
40.124.123.194_7120_2023-05-13-07-09-17,0.699912371442167
40.124.123.194_7120_2023-05-13-13-09-17,0.6516537650771603
40.124.123.194_7120_2023-06-07-03-50-05,1.3031428902067137
40.124.123.194_7120_2023-05-29-13-59-50,1.193601182625473
